50001,Supp,0.589603
50002,Elite,0.633088
50003,Elite,0.633088
50004,Elite,0.603960
50005,Elite,0.666667
50006,Credit,0.619114
50007,Supp,0.633088
50008,Supp,0.655474
50009,Credit,0.636364
50010,Credit,0.655474
50011,Elite,0.621762
50012,Supp,0.621762
50013,Supp,0.664983
50014,Elite,0.695035
50015,none,0.633088
50016,Supp,0.664983
50017,Credit,0.621762
50018,Credit,0.589603
50019,Elite,0.589916
50020,Credit,0.597633
50021,Elite,0.630531
50022,Elite,0.633088
50023,none,0.661945
50024,Supp,0.664983
50025,none,0.661945
50026,Credit,0.655474
50027,Supp,0.589603
50028,Supp,0.664983
50029,Supp,0.664983
50030,Credit,0.695035
50031,Credit,0.589916
50032,none,0.633088
50033,Supp,0.589603
50034,Supp,0.619114
50035,Supp,0.630531
50036,Supp,0.589603
50037,Credit,0.633088
50038,Supp,0.664983
50039,Elite,0.589916
50040,Credit,0.603960
50041,Credit,0.655474
50042,Supp,0.636364
50043,Elite,0.630531
50044,Supp,0.636364
50045,Elite,0.661945
50046,Supp,0.619114
50047,Elite,0.666667
50048,none,0.589916
50049,Credit,0.655474
50050,Credit,0.630531
50051,Supp,0.630531
50052,Supp,0.597633
50053,Credit,0.655474
50054,Supp,0.664983
50055,Credit,0.619114
50056,Credit,0.778947
50057,Elite,0.603960
50058,Elite,0.661945
50059,Elite,0.633088
50060,Elite,0.633088
50061,Supp,0.664983
50062,Supp,0.630531
50063,Credit,0.603960
50064,Credit,0.589916
50065,Supp,0.598002
50066,Supp,0.695035
50067,Supp,0.619114
50068,Elite,0.630531
50069,Elite,0.598002
50070,Elite,0.630531
50071,Elite,0.633088
50072,Credit,0.655474
50073,Supp,0.619114
50074,Elite,0.636364
50075,Credit,0.655474
50076,none,0.598002
50077,Supp,0.636364
50078,none,0.597633
50079,Elite,0.664983
50080,none,0.633088
50081,Supp,0.619114
50082,Supp,0.664983
50083,Supp,0.636364
50084,Elite,0.778947
50085,none,0.621762
50086,Supp,0.598002
50087,Elite,0.655474
50088,Elite,0.630531
50089,Credit,0.636364
50090,Elite,0.589916
50091,none,0.589916
50092,Supp,0.664983
50093,Elite,0.661945
50094,Elite,0.603960
50095,Credit,0.633088
50096,Elite,0.655474
50097,Elite,0.569231
50098,Credit,0.589603
50099,Elite,0.603960
50100,Supp,0.655474
50101,Elite,0.655474
50102,Elite,0.633088
50103,Elite,0.655474
50104,Credit,0.619114
50105,Elite,0.655474
50106,Supp,0.619114
50107,Supp,0.633088
50108,Elite,0.630531
50109,Elite,0.630531
50110,Credit,0.633088
50111,Credit,0.778947
50112,none,0.633088
50113,Credit,0.655474
50114,Elite,0.633088
50115,Elite,0.589603
50116,Credit,0.633088
50117,Elite,0.655474
50118,Credit,0.655474
50119,Credit,0.589603
50120,Elite,0.633088
50121,Supp,0.619114
50122,Elite,0.633088
50123,Elite,0.589603
50124,Supp,0.695035
50125,Elite,0.633088
50126,none,0.661945
50127,Supp,0.664983
50128,none,0.633088
50129,none,0.589603
50130,Elite,0.589603
50131,Credit,0.695035
50132,Supp,0.664983
50133,none,0.661945
50134,none,0.661945
50135,Elite,0.695035
50136,none,0.661945
50137,Elite,0.598002
50138,Credit,0.619114
50139,none,0.589916
50140,Supp,0.664983
50141,Credit,0.589603
50142,Credit,0.589916
50143,Supp,0.655474
50144,Credit,0.655474
50145,Supp,0.598002
