50001,Supp,0.584131
50002,Credit,0.647059
50003,Elite,0.647059
50004,Supp,0.590759
50005,Supp,0.686508
50006,Elite,0.670360
50007,Supp,0.647059
50008,none,0.653285
50009,Credit,0.627273
50010,Supp,0.653285
50011,Credit,0.652850
50012,Elite,0.652850
50013,Supp,0.653199
50014,Elite,0.638298
50015,Elite,0.647059
50016,Elite,0.653199
50017,Credit,0.652850
50018,Supp,0.584131
50019,none,0.610084
50020,Supp,0.579882
50021,Elite,0.617257
50022,none,0.647059
50023,Supp,0.615675
50024,Elite,0.653199
50025,Elite,0.615675
50026,Elite,0.653285
50027,Supp,0.584131
50028,Elite,0.653199
50029,Elite,0.653199
50030,none,0.638298
50031,Elite,0.610084
50032,Elite,0.647059
50033,Supp,0.584131
50034,Elite,0.670360
50035,Elite,0.617257
50036,Supp,0.584131
50037,Supp,0.647059
50038,Elite,0.653199
50039,Supp,0.610084
50040,Elite,0.590759
50041,Supp,0.653285
50042,Supp,0.627273
50043,none,0.617257
50044,Supp,0.627273
50045,Elite,0.615675
50046,Elite,0.670360
50047,Credit,0.686508
50048,Elite,0.610084
50049,Elite,0.653285
50050,Credit,0.617257
50051,Elite,0.617257
50052,Supp,0.579882
50053,Supp,0.653285
50054,Elite,0.653199
50055,Elite,0.670360
50056,Credit,0.705263
50057,Supp,0.590759
50058,Elite,0.615675
50059,Supp,0.647059
50060,Credit,0.647059
50061,Elite,0.653199
50062,Credit,0.617257
50063,Supp,0.590759
50064,Elite,0.610084
50065,Credit,0.581773
50066,Credit,0.638298
50067,Elite,0.670360
50068,Credit,0.617257
50069,Credit,0.581773
50070,Elite,0.617257
50071,none,0.647059
50072,Elite,0.653285
50073,Credit,0.670360
50074,Credit,0.627273
50075,Elite,0.653285
50076,none,0.581773
50077,Supp,0.627273
50078,Elite,0.579882
50079,Supp,0.653199
50080,Supp,0.647059
50081,Elite,0.670360
50082,Supp,0.653199
50083,Supp,0.627273
50084,Elite,0.705263
50085,Elite,0.652850
50086,Elite,0.581773
50087,Elite,0.653285
50088,Credit,0.617257
50089,Elite,0.627273
50090,Credit,0.610084
50091,Elite,0.610084
50092,Elite,0.653199
50093,none,0.615675
50094,Supp,0.590759
50095,Supp,0.647059
50096,Elite,0.653285
50097,Credit,0.630769
50098,Supp,0.584131
50099,Supp,0.590759
50100,Supp,0.653285
50101,none,0.653285
50102,Elite,0.647059
50103,Elite,0.653285
50104,none,0.670360
50105,Elite,0.653285
50106,Elite,0.670360
50107,Supp,0.647059
50108,Credit,0.617257
50109,Credit,0.617257
50110,Elite,0.647059
50111,Credit,0.705263
50112,Credit,0.647059
50113,Elite,0.653285
50114,Supp,0.647059
50115,Elite,0.584131
50116,Credit,0.647059
50117,Credit,0.653285
50118,Supp,0.653285
50119,Supp,0.584131
50120,Supp,0.647059
50121,Credit,0.670360
50122,Credit,0.647059
50123,Elite,0.584131
50124,Credit,0.638298
50125,Supp,0.647059
50126,Elite,0.615675
50127,Credit,0.653199
50128,Credit,0.647059
50129,Supp,0.584131
50130,Elite,0.584131
50131,Credit,0.638298
50132,Elite,0.653199
50133,Elite,0.615675
50134,Supp,0.615675
50135,Credit,0.638298
50136,Supp,0.615675
50137,Credit,0.581773
50138,Elite,0.670360
50139,Credit,0.610084
50140,Elite,0.653199
50141,Supp,0.584131
50142,Credit,0.610084
50143,Supp,0.653285
50144,Elite,0.653285
50145,Credit,0.581773
50146,none,0.670360
50147,Elite,0.610084
50148,Credit,0.652850
50149,Elite,0.590759
50150,Elite,0.653285
50151,Supp,0.610084
50152,Elite,0.670360
50153,Credit,0.617257
50154,Supp,0.647059
50155,Credit,0.615675
50156,Elite,0.653199
50157,Supp,0.610084
50158,Elite,0.615675
50159,Credit,0.653285
50160,Elite,0.610084
50161,none,0.647059
50162,Elite,0.653199
50163,Elite,0.653285
50164,none,0.579882
50165,Supp,0.615675
50166,Credit,0.610084
50167,Elite,0.638298
50168,none,0.610084
50169,Elite,0.653199
50170,none,0.647059
50171,Elite,0.610084
50172,Elite,0.653285
50173,Credit,0.653285
50174,Supp,0.653285
50175,Elite,0.610084
50176,Supp,0.653285
50177,Elite,0.670360
50178,none,0.653285
50179,none,0.579882
50180,none,0.627273
50181,Supp,0.615675
50182,none,0.670360
50183,Supp,0.647059
50184,Elite,0.653199
50185,Credit,0.617257
50186,Supp,0.627273
50187,Credit,0.617257
50188,Credit,0.610084
50189,Elite,0.686508
50190,Elite,0.670360
50191,Elite,0.653285
50192,Supp,0.647059
50193,Supp,0.647059
50194,Supp,0.653285
50195,Supp,0.584131
50196,none,0.617257
50197,Supp,0.653285
50198,Credit,0.615675
50199,none,0.647059
50200,Elite,0.653285
50201,Credit,0.627273
50202,Elite,0.670360
50203,Elite,0.653285
50204,Credit,0.617257
50205,Credit,0.647059
50206,Supp,0.584131
50207,none,0.652850
50208,Elite,0.610084
50209,Credit,0.627273
50210,none,0.610084
50211,Elite,0.653285
50212,Elite,0.670360
50213,Elite,0.670360
50214,none,0.647059
50215,Elite,0.615675
50216,Elite,0.615675
50217,Credit,0.653285
50218,Elite,0.627273
50219,Elite,0.638298
50220,none,0.647059
50221,Credit,0.638298
50222,Credit,0.686508
50223,Credit,0.581773
